App,Developer,Type,Rates,Downloads+,Last_reviews,Last_reviews_eng
eMoods Bipolar Mood Tracker,eMoods,Salud y bienestar,4.6,100000,"Es un comienzo,los registros ne ayudarán a prevenir una subida exponencial de ánimo para no llegar a una pérdida de control de mis capacidades.A través de mi autoobservación de mis sensaciones corporales,mis creencias,mi tono de voz,exceso de verbalización,buscando las causas.Comparando lo escrito con parte de lo conscientemente sentido, voy mejorando.Gracias. Voy dejando comentarios,no me importaría someterme a un estudio si ayudo a más gente a superar la hiperactividad del sistema nervioso.","It is a start, the records will not help to prevent an exponential rise in mood so as not to lose control of my abilities. Through my self-observation of my body sensations, my beliefs, my tone of voice, excessive verbalization, seeking the causes. Comparing what is written with part of the consciously felt, I am improving. Thank you. I am leaving comments, I would not mind undergoing a study if I help more people overcome hyperactivity of the nervous system."
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.6,50000,Esta en ingles pero es bastante util y entretenida,It is in English but it is quite useful and entertaining
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.6,50000,"Excelente app, muy lindo su diseño y la información es muy útil. Sugiero que agreguen más idiomas disponibles y que exista la posibilidad de registrarse con Facebook o Google","Excellent app, its design is very nice and the information is very useful. I suggest that they add more available languages ​​and that there is the possibility to register with Facebook or Google"
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.6,50000,"Muy buena app, sobresaliente. Solo la mejoraria que estuviera en español","Very good app, outstanding. Only the improvement that was in Spanish"
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.6,50000,"Muy entretenido, y te ayuda a resolver problemas a través de los distintos tipos de inteligencia que cada uno de nosotros posee","Very entertaining, and helps you solve problems through the different types of intelligence that each of us has"
Headspace: Meditación y Sueño,"Headspace for Meditation, Mindfulness and Sleep",Salud y bienestar,3.5,10000000,"A mí que ya he realizado un curso MBSR (Mindfullness) me esta sirviendo mucho. Llevo ya 1 mes con la versión premium y solo tengo una pega: la parte de relajación de cada audio de cualquier curso, se repite, es prácticamente la misma, de tal forma que solo hay contenido formativo durante los dos primeros minutos y el último, entre medias estaría la relajación repetitiva. Lo profesional sería repartir el contenido formativo de cada audio durante todo el ejercicio. ¡Y falta contenido en español!","For me, who has already taken an MBSR (Mindfullness) course, is helping me a lot. I have been with the premium version for 1 month and I have only one downside: the relaxation part of each audio of any course, is repeated, is practically the same, in such a way that there is only training content during the first two minutes and the last, in between would be repetitive relaxation. The professional thing would be to distribute the training content of each audio throughout the exercise. And Spanish content is missing!"
Headspace: Meditación y Sueño,"Headspace for Meditation, Mindfulness and Sleep",Salud y bienestar,3.5,10000000,"Amo headspace y para mi es la mejor app de meditación, le pongo 3 estrellas porque tengo un equipo android en el cual no puedo ver la parte de the wake up, sin embargo en los equipos con ios esto si sale, la verdad the wake up es un extra muy interesante de la app pero al parecer varía entre los dos sistemas","I love headspace and for me it is the best meditation app, I give it 3 stars because I have an android team in which I cannot see the part of the wake up, however in the teams with ios this does come out, the truth is the wake up It is a very interesting extra of the app but apparently it varies between the two systems"
Headspace: Meditación y Sueño,"Headspace for Meditation, Mindfulness and Sleep",Salud y bienestar,3.5,10000000,"Esta aplicación es muy buena. Me la recomendaron hace un par de años pero por incrédulo no la probé, hasta que tuve serios problemas para conciliar el sueño y decidí probarla, y de verdad que me ayudó muchísimo. Ahora la uso para relajarme y meditar. Prueben la versión gratis primero y si les funciona pasen a la pagada.","This application is very good. They recommended it to me a couple of years ago but as an incredulous I did not try it, until I had serious problems falling asleep and decided to try it, and it really helped me a lot. Now I use it to relax and meditate. Try the free version first and if it works for you go to paid."
Headspace: Meditación y Sueño,"Headspace for Meditation, Mindfulness and Sleep",Salud y bienestar,3.5,10000000,"No voy a ahondar en el extremadamente poco contenido abierto en la besaron gratuita, sino en el hecho de que una sola meditación de 3 minutos es un dolor de cabeza, porque no continúa con la pantalla apagada. La pantalla se apaga según la portando del teléfono (medio o un minuto), y la meditación se corta. No sólo eso, al desbloquear la pantalla y reiniciar la meditación, se reinicia desde el inicio, y hay que atinar donde se quedó. Mal, mal, mal.","I'm not going to delve into the extremely little open content in the free kissed one, but rather the fact that a single 3-minute meditation is a headache, because it doesn't continue with the screen off. The screen turns off depending on the phone (half or one minute), and the meditation is cut off. Not only that, when you unlock the screen and restart the meditation, it restarts from the beginning, and you have to hit where it left off. Bad bad bad."
Health Mate - Total Health Tracking,Withings,Salud y bienestar,4.6,1000000,La aplicación funciona y sincroniza bien con la báscula y Samsung health. El único problema que tengo es al intentar asociarlo con My Fitness pal. Se abre el navegador diciendo que no encuentra la web buscada.,The app works and syncs well with the scale and Samsung health. The only problem I have is trying to associate it with My Fitness pal. The browser opens saying that it cannot find the web you are looking for.
Health Mate - Total Health Tracking,Withings,Salud y bienestar,4.6,1000000,"Actualmente no sincroniza con Google Fit todo el historial y no me permite adjuntar fotos de mi celular, al seleccionar esa opción se cierra.","Currently it does not synchronize with Google Fit all the history and does not allow me to attach photos from my cell phone, when selecting that option it closes."
Health Mate - Total Health Tracking,Withings,Salud y bienestar,4.6,1000000,"No entiendo los comentarios negativos. Yo la tengo instalada en un huawei p30 y un Samsung s7 y sincroniza perfectamente. El reloj es ligero y discreto tanto en su forma como las notificaciones. Me parece una compra acertada. Si le pongo una pega es que con esfera negra, de noche, los mayores como yo no se visualizan bien las agujas para ver la hora a causa de brillos y reflejos (no se con esfera blanca, pero no lo encontre en el modelo de caballero) pero se puede obtener en la pantalla digital.","I don't understand the negative comments. I have it installed on a huawei p30 and a Samsung s7 and it synchronizes perfectly. The watch is light and discreet in both its shape and notifications. It seems to me a successful purchase. If I put a downside it is that with a black dial, at night, older people like me do not visualize the hands well to see the time because of brightness and reflections (I do not know with a white dial, but I did not find it in the men's model ) but can be obtained on the digital display."
Health Mate - Total Health Tracking,Withings,Salud y bienestar,4.6,1000000,Llevo 4 meses con el reloj y estoy muy contento con el reloj y con la aplicación pero desde hace unos días has empezado a fallar. -tarda mucho en sincronizar el reloj con el móvil. -los datos del ritmo cardíaco a veces no los registra. -los datos del sueño también tienen algún registro erroneo. Después de ponerme en contacto con los desarrolladores me lo solucionaron y no me ha vuelto a dar ningún problema.,I have been with the watch for 4 months and I am very happy with the watch and the application but for a few days you have started to fail. -It takes a long time to synchronize the watch with the mobile. -Heart rate data sometimes does not record. -the sleep data also have some wrong record. After contacting the developers they solved it for me and it has not given me any problem.
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,"Compré la versión de por vida y cada vez al presionar ""compartir imagen"", me vuelve a aparecer el botón ""I am (desbloquear versión premium)"" en la parte superior derecha, al presionar ""restaurar la compra"" se vuelve a quitar el botón pero es muy molesto hacer eso con cada imágen que guardo. De ahí en fuera me gusta mucho la app.","I bought the version for life and every time when I press ""share image"", the ""I am (unlock premium version)"" button appears at the top right, when I press ""restore the purchase"" the button is removed again but it is very annoying to do that with every image I save. From there on out I really like the app."
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,"Es el APP que buscaba, me parece genial solo le falta una cosa, el sonido de las notificaciones cuando sale un msj, lo ideal para mi seria que suene como un msj y... Pum! Es una afirmación súper genial! Podrían considerarlo y ya luego cada uno que lo personalice si desea o no el sonido 😉","It is the APP that I was looking for, I think it's great it only lacks one thing, the sound of the notifications when a msg comes out, the ideal for me would be that it sounds like a msg and ... boom! It is a super cool statement! They could consider it and then each one who personalizes it if they want the sound or not 😉"
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,Me encanta esta app porque me pone las frases perfectas en el momento indicado. Lo que me ayuda estar positivo todo el día.,I love this app because it gives me the perfect phrases at the right time. Which helps me to be positive all day.
I am – Afirmaciones diarias,Monkey Taps,Estilo de vida,4.8,100000,"¡Una de las mejores aplicaciones que he probado! LITERAL, ME ENCANTA. Si pudiera darle más estrellas se las daría, sin más que decir, los dejo que descarguen la app... nwn","One of the best apps I've ever tried! LITERAL, I LOVE IT. If I could give you more stars, I would give them to you, without more to say, I let you download the app ... nwn"
"Mental Doctor,salud mental,Estrés,Sueño profundo",멘탈닥터,Salud y bienestar,4.5,10000,muy detallada información exelente,very detailed excellent information
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4.0,100000,"Debería ser para todos ,sin importar la edad","It should be for everyone, regardless of age"
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4.0,100000,Buena,Good
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4.0,100000,No se cual es el propósito de esto. Su nombre dice diagnosis (diagnóstico) pero esto es imposible sin atención de un profesional. También me parece que deberían dar más herramientas y menos preguntas.,I don't know what the purpose of this is. Its name says diagnosis (diagnosis) but this is impossible without professional attention. It also seems to me that they should give more tools and fewer questions.
Mental Health Tests,"Mind Diagnostics, Inc.",Medicina,4.0,100000,Tests are very poorly designed,Tests are very poorly designed
"Mindfulness App: relajación, calma y sueño",MindApps,Salud y bienestar,4.4,1000000,"Una aplicación muy completa pues puedes elegir el tiempo, sonidos de fondo muy relajantes y que ayudan mucho a la concentración , la guía también es muy agradable y tiene recordatorio , lo que me parece muy importante . En definitiva me parece muy bien pensada . Me encanta","A very complete application because you can choose the time, very relaxing background sounds that help a lot of concentration, the guide is also very nice and has a reminder, which seems very important to me. In short, it seems very well thought out to me. I love it"
"Mindfulness App: relajación, calma y sueño",MindApps,Salud y bienestar,4.4,1000000,"Me encanta , pero mucho de los cursos y las meditaciones son en inglés. Creo que con pocos recursos traducirlas , significaría llegar a más personas , aprovechar más la app y no estaría pensando constantemente que quizás deba quitarla.","I love it, but a lot of the courses and meditations are in English. I think that with few resources to translate them, it would mean reaching more people, taking more advantage of the app and I would not be constantly thinking that maybe I should remove it."
"Mindfulness App: relajación, calma y sueño",MindApps,Salud y bienestar,4.4,1000000,"Muy buena app, pero faltan meditaciones en español, hay muy pocas aún. De todas formas, siempre es bueno.","Very good app, but there is a lack of meditations in Spanish, there are very few yet. Anyway, it's always good."
"Mindfulness App: relajación, calma y sueño",MindApps,Salud y bienestar,4.4,1000000,"La aplicación es genial, pero me gustaría que contara con ejercicios de respiración como otras aplicaciones similares, en español","The application is great, but I would like it to have breathing exercises like other similar applications, in Spanish"
MindShift CBT - Anxiety Canada,Anxiety Canada Association ,Salud y bienestar,4.1,100000,"La aplicación se cierra sola aludiendo error cada vez que quiero usar las cartas (cards) o cualquier otra herramienta, es decir, básicamente no funciona para lo que dice hacer... Deberían solucionar eso.","The application closes itself, alluding to an error every time I want to use the cards or any other tool, that is, it basically does not work for what it says it does ... They should solve that."
MindShift CBT - Anxiety Canada,Anxiety Canada Association ,Salud y bienestar,4.1,100000,Deberian confirgurarla para varios idiomas,They should confirm it for multiple languages
MindShift CBT - Anxiety Canada,Anxiety Canada Association ,Salud y bienestar,4.1,100000,"Mi vida se ha hecho mas fácil x esta cosa😔👌 por fin puedo dormir por la noche 10/10 la aplicasion Tiene un chingo de cosas y es super mamalona, cuenta con un inglés básico y te da ejemplos con los que puedes entender, si no no seas naco y te quejes, aprende tantito inglés y ya la haces 🤟 te da tips funcionales y te hace dar cuenta que tal vez eres un poco duro contigo mismo o variadas cosas, amén el que creo la aplicación","My life has become easier x this thing😔👌 I can finally sleep at night 10/10 the application It has a lot of things and it is super mamalona, ​​it has basic English and gives you examples with which you can understand, yes do not be naco and complain, learn a lot of english and you already do it funcionales it gives you functional tips and makes you realize that maybe you are a little hard on yourself or various things, amen the one who created the application"
MindShift CBT - Anxiety Canada,Anxiety Canada Association ,Salud y bienestar,4.1,100000,Y en español?,And in Spanish?
Mindshine: Mindfulness Coach,Mindshine,Salud y bienestar,4.5,50000,"Excelente aplicación, tomar la decisión de descargarla y tener mi cuaderno para hacer todas estas actividades de verdad me ha hecho un parote en mi paz mental y en la perfilación de mi propósito. Recomiendo a quien sea que también esté decidido a tomar ese gran paso.","Excellent application, making the decision to download it and having my notebook to do all these activities has really made me a parote in my peace of mind and in the outline of my purpose. I recommend to anyone who is also determined to take that big step."
Mindshine: Mindfulness Coach,Mindshine,Salud y bienestar,4.5,50000,solo el primer audio es gratis. al 2do debes pagar. Necesitas siempre conexion a internet. todos los audios estan en ingles britanico.- revise la app de nuevo y aun todo se cobra. No es que sea malo en si pero debo informar esto en caso de q alguien lea mi reseña. Solo hay un plan gratis los demas se cobran..-,"only the first audio is free. to the 2nd you must pay. You always need an internet connection. All audios are in British English.- Check the app again and everything is charged. Not that it is bad in itself but I must report this in case someone reads my review. There is only one free plan, others are charged ..-"
Mindshine: Mindfulness Coach,Mindshine,Salud y bienestar,4.5,50000,La mejor aplicación de desarrollo personal.,The best personal development application.
Mindshine: Mindfulness Coach,Mindshine,Salud y bienestar,4.5,50000,Favorable y eficiente,Favorable and efficient
Moodfit - Fitness for your mental health,Roble Ridge Software LLC,Medicina,4.4,10000,Wonderful app that makes you reflect about your day and keep good habits. The only thing not properly working are the little uplifting messages. They only appear when Inopen the app. Otherwise good app.,Wonderful app that makes you reflect about your day and keep good habits. The only thing not properly working are the little uplifting messages. They only appear when Inopen the app. Otherwise good app.
Moodfit - Fitness for your mental health,Roble Ridge Software LLC,Medicina,4.4,10000,"Moodfit is an important tool to become aware of the way your mind works and trying to control what you can, for the better.","Moodfit is an important tool to become aware of the way your mind works and trying to control what you can, for the better."
"Moodflow: Año en Píxeles, Estados de Ánimos",Monecke Labs,Salud y bienestar,4.7,100000,"Es perfecta, y me encanta que hayan añadido la opción de diario de gratitud y desafíos. Lo único que quisiera que cambiaran, si es posible, es el diseño de las entradas diarias al momentos de añadir notas que vienen siendo las entradas al diario, es que se me he hace un diseño un poco simple y ""frío"" en comparación con todo lo demás que es absolutamente precioso.","It's perfect, and I love that they added the gratitude and challenge journal option. The only thing I want them to change, if possible, is the design of the daily entries when adding notes that have been the entries to the diary, is that I have made a somewhat simple and ""cold"" design compared to everything the rest which is absolutely precious."
"Moodflow: Año en Píxeles, Estados de Ánimos",Monecke Labs,Salud y bienestar,4.7,100000,"Apenas empecé a usar la app pero me encantan las funciones y la forma en que las presenta, he probado muchísimas apps de hábitos y diario y esta me parece fascinante, totalmente recomendable","I just started using the app but I love the functions and the way it presents them, I have tried many habit and daily apps and this seems fascinating, totally recommended"
"Moodflow: Año en Píxeles, Estados de Ánimos",Monecke Labs,Salud y bienestar,4.7,100000,La adoro. Pero últimamente si intento añadir alguna foto se detiene la aplicación y se cierra. Por favor arreglenlo,I adore her. But lately if I try to add any photo the application stops and closes. Please fix it
"Moodflow: Año en Píxeles, Estados de Ánimos",Monecke Labs,Salud y bienestar,4.7,100000,"Lo que necesitaba para hacer el pixel year. Customizable, entretenido y fácil de usar. La última actualización estuvo increíble. Siempre puede ampliar aún más su costumización, quizás agregar un guardado automático para que no se pierda lo que escribes, un widget para la pantalla de inicio, etc. Pero en general es genial y no pesa mucho. 10/10","What I needed to do the pixel year. Customizable, entertaining and easy to use. The last update was amazing. You can always further expand your customization, perhaps adding an automatic save so you don't miss out on what you type, a widget for the home screen, etc. But in general it is great and does not weigh much. 10/10"
"MoodMission - Cope with Stress, Moods & Anxiety",MoodMission Pty Ltd,Salud y bienestar,3.3,10000,"A great app, i recommend it","A great app, i recommend it"
"MoodMission - Cope with Stress, Moods & Anxiety",MoodMission Pty Ltd,Salud y bienestar,3.3,10000,"Pide todo tipo de información personal, como tu email, código postal, edad, nivel de estudios, etc. antes de poder utilizar la app. Desinstalada.","Ask for all kinds of personal information, such as your email, postal code, age, educational level, etc. before you can use the app. Uninstalled."
"MoodMission - Cope with Stress, Moods & Anxiety",MoodMission Pty Ltd,Salud y bienestar,3.3,10000,Excellent!,Excellent!
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Es mi primera vez probandola y me está gustando bastante, leí en algunas reseñas y por la misma aplicación que es gratis sólo por un tiempo limitado, me gustaría que no fuera así pero eso es imposible creo :(, después de eso todo bien con la app uwu.","It is my first time trying it and I am quite enjoying it, I read in some reviews and by the same application that it is free only for a limited time, I would like it not to be so but that is impossible I think :(, after that everything is fine with the uwu app."
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Yo padezco ansiedad, tengo terapias y tomo medicamento. Esta aplicación la encontré sin buscarla y me encantó. A demás de que es muy bonita, es muy práctica para realizar los ejercicios que la psicóloga me recomienda. Le doy 5 sin pensarlo (y me encantan los conejos).","I suffer anxiety, I have therapies and I take medicine. I found this application without looking for it and I loved it. Besides that it is very beautiful, it is very practical to perform the exercises that the psychologist recommends. I give it 5 without thinking (and I love rabbits)."
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,Me encanta por ejemplo ahora tenia un problema q me estaba afectando y escribirlo además de q te dan unas preguntas q te hacen ver tus problemas de otra manera y replantearte todo más calmadamente ayuda un MONTÓN mi opinión es un 10/10 además los colores son muy tiernos y relajantes para escribir.,I love for example now I had a problem that was affecting me and writing it in addition to giving you some questions that make you see your problems differently and rethinking everything more calmly helps a LOT my opinion is 10/10 also the colors are very tender and relaxing to write.
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,Me gusta mucho la estética de la app y las metodologías que emplea. Me gustaría que tal vez le pusieran una opción de poner contraseña a la hora de entrar a la app ya que puede quedar fácil para que otra persona entre y lea lo contenido allí. En general es muy buena.,I really like the aesthetics of the app and the methodologies it uses. I would like that maybe they put an option to put a password when entering the app since it can be easy for someone else to enter and read the content there. In general it is very good.
MoodTools - Depression Aid,MoodTools,Salud y bienestar,4.3,100000,Una lástima que no este en español o que posea la opción de cambiar de idiomas,A pity that it is not in Spanish or that it has the option to change languages
MoodTools - Depression Aid,MoodTools,Salud y bienestar,4.3,100000,La instale porque no me quería sentir tan mal conmigo mismo pero acabe sintiéndome peor porque no se inglés al 100%,I installed it because I didn't want to feel so bad about myself but I ended up feeling worse because I don't know 100% English
MoodTools - Depression Aid,MoodTools,Salud y bienestar,4.3,100000,Muy buena aplicación,Very good application
MoodTools - Depression Aid,MoodTools,Salud y bienestar,4.3,100000,La App Esta En Ingles,The App Is In English
Motivation - Frases diarias,Monkey Taps,Salud y bienestar,4.7,500000,"Compré la versión de por vida y cada vez al presionar ""compartir imagen"", me vuelve a aparecer el botón ""Motivation (desbloquear versión premium)"" en la parte superior derecha, al presionar ""restaurar la compra"" se vuelve a quitar el botón pero es muy molesto hacer eso con cada imágen que guardo. De ahí en fuera me gusta mucho la app.","I bought the version for life and every time when I press ""share image"", the ""Motivation (unlock premium version)"" button appears at the top right, when I press ""restore the purchase"" the button is removed again but It is very annoying to do that with every image I save. From there on out I really like the app."
Motivation - Frases diarias,Monkey Taps,Salud y bienestar,4.7,500000,"A pesar de que tengamos que ver vídeos para desbloquear los fondos. Las frases son buenas y motivadoras, siento que hay algunas que llegan en el momento exacto de tu vida y sigues adelante. Muchas gracias, buena app","Although we have to watch videos to unlock the funds. The phrases are good and motivating, I feel that there are some that come at the exact moment of your life and keep going. Thank you very much, good app"
Motivation - Frases diarias,Monkey Taps,Salud y bienestar,4.7,500000,Las frases son muy buenas deberás pero el problema es que tiene todas las categorías bloqueadas hay que pagar y noo y pues no puede andar por ahy diciendo lo tendremos en cuenta cuando no lo tienen en cuenta y no hacen nada para solucionarlo 💙🙄muchas gracias de resto todo es espectacular,The phrases are very good you must but the problem is that it has all the categories blocked you have to pay and no and because it can not go around and saying we will take it into account when they do not take it into account and do nothing to solve it 💙🙄 thank you very much rest everything is spectacular
Motivation - Frases diarias,Monkey Taps,Salud y bienestar,4.7,500000,"Una muy buena aplicación, aunque lamentablemente para acceder a otro tipo de frases de motivación se tiene que pagar,pero con las frases que están ahí sirven de mucha ayuda. 🤗","A very good application, although unfortunately to access other types of motivational phrases you have to pay, but with the phrases that are there they are very helpful. 🤗"
NeuroNation - Entrenamiento para tu cerebro,NeuroNation,Educación,4.5,10000000,"Es excelente, nunca habia visto una app tan completa, seria genial si añadieran un curso de lectura rapida o una app para ello y entrenamientos que vayan dela mano de la lectura y desarrollo de habilidades mentales.","It is excellent, I have never seen such a complete app, it would be great if they added a fast reading course or an app for it and trainings that go hand in hand with reading and developing mental skills."
NeuroNation - Entrenamiento para tu cerebro,NeuroNation,Educación,4.5,10000000,"Me gusta las actividades que se tienen que realizar solo que en el momento de hacer el registro no me convence el hecho de establecer un horario para las actividades ya que como yo tal vez hay muchos que realizarán estás actividades en el tiempo libre que se tenga, digo hablando que soy mamá","I like the activities that have to be done only that at the time of registering I am not convinced by the fact of establishing a schedule for the activities since like me there are perhaps many who will carry out these activities in the free time that is had, I say speaking that I am mom"
NeuroNation - Entrenamiento para tu cerebro,NeuroNation,Educación,4.5,10000000,Es una App muy eficiente en la que practicandola mediante los ejercicios se puede desarrollar un cambio efectivo en lo que propone. Es genial darle un buen uso. Y encima te permite realizar un cronograma que te avisa los días de entrenamiento. Excelente app. Le dejo mis 5 estrellas.,"It is a very efficient App in which practicing it through exercises you can develop an effective change in what you propose. It is great to put it to good use. And on top of that, it allows you to make a schedule that alerts you on training days. Excellent app. I leave you my 5 stars."
NeuroNation - Entrenamiento para tu cerebro,NeuroNation,Educación,4.5,10000000,"Poco intuitiva y, al menos al principio, difícil de usar en algunos ejercicios. Otra cosa ¿por qué no puedo hacer los ejercicios libremente si estoy pagando la versión premium? Solo se limita al entrenamiento diario. Eso me parece mal y en ese sentido prefiero a Elevate, que es mucho más intuitiva y ofrece más en su versión premium.","Not very intuitive and, at least at first, difficult to use in some exercises. Another thing, why can't I do the exercises freely if I'm paying for the premium version? It is only limited to daily training. That seems bad to me and in that sense I prefer Elevate, which is much more intuitive and offers more in its premium version."
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,Me encanta está app.y pienso ke sus resultados son muy ciertos.,I love this app and I think its results are very true.
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,"Emocionada fui a realizar el test luego de descargar la aplicación,pero nada se congela y no me permite hacer nada...que desalentador 😒 ..","I was excited to do the test after downloading the application, but nothing freezes and does not allow me to do anything ... how daunting 😒 .."
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,Buenas tardesy me disculpa pero no puedo estar de acuerdo con el resultado ya que hice dos test y dieron el mismo diagnostico y era difente totalmente las respuestas del test.,Good afternoon and excuse me but I cannot agree with the result since I did two tests and they gave the same diagnosis and the test responses were totally different.
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,Es una buena aplicación y la verdad tiene mucha razón en cuanto muchas cosas 😳😳,It is a good application and the truth is very right in terms of many things 😳😳
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"Muy buena aplicación la recomiendo, me gusta que se pueda hacer una copia de seguridad fácilmente y luego exportala cuando quieras. Ya casi termino el año","Very good application, I recommend it, I like that it can be easily backed up and then exported whenever you want. The year is almost over"
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"El año pasado intenté plasmar mis emociones y sentimientos en papel y tener una idea general de mi misma, sin embargo no funcionó porque soy muy dejada y olvidadiza. Esta aplicación me ha ayudado a conseguirlo de manera cómoda y organizada.","Last year I tried to put my emotions and feelings on paper and have a general idea of ​​myself, but it did not work because I am very neglected and forgetful. This application has helped me achieve this in a comfortable and organized way."
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,es perfecta pero le falta la opción de poder guardar otros años en la nube o algo así :( estuve todo 2019 usando la app y en diciembre perdí mi celular. cuando descargue la app en mi teléfono nuevo habia perdido todo :((,It is perfect but it lacks the option of being able to save other years in the cloud or something like that :( I was all 2019 using the app and in December I lost my cell phone. When I downloaded the app on my new phone I had lost everything: ((
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"me gusta mucho la app, pero estaría bueno que se pueda poner fotos en cada dia, y también que se pueda poner alguna cuenta así no perdes los datos si se cambia de dispositivo.","I really like the app, but it would be nice if you can put photos every day, and also if you can put an account so you don't lose data if you change your device."
Prana Breath: Relájate y Medita,Oleksandr Albul,Salud y bienestar,4.7,1000000,"Buena. Faltarian consejos de que posición adoptar, ambiente ideal, temperatura ideal interactuar con el usuario del por que la usa. Sugerir por ejemplo: para mayor resultado pueda descalzarce con opción a si o no. Que la respuesta derive a otra pregunta y así...","Good There would be a lack of advice on which position to adopt, ideal environment, ideal temperature to interact with the user, why he uses it. Suggest for example: for more results you can take off with an option to yes or no. That the answer leads to another question and so ..."
Prana Breath: Relájate y Medita,Oleksandr Albul,Salud y bienestar,4.7,1000000,"Antes de dormir, en momenntos de hacer los ejercicios de ""mente clara y anti-estres"", me relaje y el sueño volvio, gracias por ayudarme a descansar. Sufro de anciedad a los nervios por lo cual no duermo facil, en ese momento mi mente alcanso a tranquilizar mis pensamientos. Espero seguir y no hacer fuerte contra la ansiedad y seguir utulizando permanente mente, ya que el ejercicio oxigena la sagre y ayuda a los pulmones ser fuertes para esfuerzos fisicos para ser feliz.","Before going to sleep, in moments of doing the ""clear mind and anti-stress"" exercises, I relaxed and the dream came back, thanks for helping me to rest. I suffer from anxiety to the nerves so I do not sleep easily, at that moment my mind reaches out to calm my thoughts. I hope to continue and not make strong against anxiety and continue to use permanently mind, since exercise oxygenates the blood and helps the lungs to be strong for physical efforts to be happy."
Prana Breath: Relájate y Medita,Oleksandr Albul,Salud y bienestar,4.7,1000000,"Muy buena app, sencilla y práctica. Los ejercicios que ya incluye funcionan muy bien y también da la opción de agregar algunos extra.","Very good app, simple and practical. The exercises it already includes work very well and it also gives the option to add some extra ones."
Prana Breath: Relájate y Medita,Oleksandr Albul,Salud y bienestar,4.7,1000000,"Gracias. A veces lo que se necesita es concentrarse y respirar. Es muy básico, pero nadie lo hace, nadie hace lo básico. Super útil","Thank you. Sometimes what is needed is to focus and breathe. It is very basic, but nobody does it, nobody does the basics. Super useful"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"Muy buena ayuda profesional. Excelente atención. Descargué esta aplicación sin tener mucha idea. Necesitaba ayuda y no sabía adonde dirigirme. Hay muchas clases de psicólogos. Aquí me entrevistaron inmediatamente online, rellené un cuestionario y la psicóloga que me ayuda es estupenda. Por chat escribo cuando quiero y me contesta una vez al día, por lo que la atención es rápida. Los precios muy competitivos. Estoy satisfecho con esta App. Gracias.","Very good professional help. Excellent attention. I downloaded this app without having much idea. I needed help and didn't know where to go. There are many kinds of psychologists. Here I was immediately interviewed online, I filled out a questionnaire and the psychologist who helps me is great. By chat I write whenever I want and he answers me once a day, so the attention is quick. Very competitive prices. I am satisfied with this App. Thank you."
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"No entiendo porque cuando ya tienen el dinero la app me pone fallos para volver a entrar no quiero pensar mal , pero espero una respuesta del correo que ponen para ello. Y no me deja volver a deskargarlaa. Denuncia asegurada si no logro volver a entrar.","I do not understand why when they have the money the app makes me fail to re-enter I do not want to think badly, but I wait for a response from the email that they put for it. And he won't let me go back to deskargarlaa. Denunciation assured if I cannot re-enter."
