App,Developer,Type,Rates,Downloads+,Last_reviews,Last_reviews_eng
Educación Financiera y Superación Personal,IncreBooks,Libros y obras de consulta,2.9,5000,Es muy bueno me habre mi mente mas y me alcanse mis meta,"It is very good, it opens my mind more and reaches my goals"
Curvas de Crecimiento Infantil,"ABQ App Source, LLC",Medicina,4.8,100000,"Puedo controlar fácilmente el desarrollo de mi hijo y estar atento a cualquier cambio que pueda afectar su normalidad. Es una muy buena app. Tiene las curvas de crecimiento, las tablas y los índices muy claros. Me gusta.","I can easily monitor my child's development and be aware of any changes that may affect his normality. It is a very good app. It has very clear growth curves, charts and rates. I like it."
Libros de Motivación Personal Gratis📚Superación💪,Grupo StarkApp,Libros y obras de consulta,4.6,5000,Excelente todo los libros aunque apenas empiezo a leerlos en el título veo eso que busco Gracias por ponerlos al alcance de todos Felicidades por tan buena aplicación,Excellent all the books although I am just beginning to read them in the title I see what I am looking for Thank you for making them available to everyone Congratulations for such a good application
Desarrollo Personal y Financiero para Emprender,Súper Apps,Educación,4.5,100000,Muy buena e aprendido a ser diferente en varios actividades y actitudes en mi vida.,Very good and learned to be different in various activities and attitudes in my life.
PNL y Coaching Técnicas Gratis,Patoleconteapp,Estilo de vida,3.7,50000,ya no se pueden escuchar los audios arreglenlo .,you can no longer listen to the audios fix it.
Fabulous: ¡Motívame!,TheFabulous,Salud y bienestar,4.5,5000000,"Es la app más hermosa que he conocido realmente te ayuda a crear hábitos como un apoyo un amigo, lo hace cada día, es súper completa, desde empezar de apoco para hacer hábitos felicitarte, recomendaciones, lecturas, clases de meditación super interactivas, música, de todo, la AMOOO, además pueden hacer con un amigo estos hábitos la app lo permite !!!♥️♥️♥️♥️♥️♥️♥️ Felicitaciones a los creadores voy en la primera semana en la app y estoy encantada","It is the most beautiful app that I have known, it really helps you to create habits as a support a friend, it does it every day, it is super complete, from starting out to make habits congratulate you, recommendations, readings, super interactive meditation classes, music, of everything, the AMOOO, they can also do these habits with a friend the app allows it !!! ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ Congratulations to the creators, I will be in the first week in the app and I am delighted"
Frases de la Vida y Motivación,Work apps for you,Entretenimiento,4.9,50000,"La aplicación está buena, pero me gustaría que los audios y las historias se pudieran compartir, hay muchas frases comunes y algunas algo modificadas. Pero por ser gratis, te ahorra andar buscando en Google , a la hora de querer poner un estado de WhatsApp.","The application is good, but I would like the audios and stories to be shared, there are many common phrases and some slightly modified. But because it is free, it saves you from searching Google, when you want to set a WhatsApp status."
La Mente es Maravillosa - Psicología y relaciones,Grupo MContigo,Noticias y revistas,4.7,100000,"Muy buenos artículos, diferentes temáticas, anteriormente recibía notificaciones sobre artículos de interés","Very good articles, different topics, previously I received notifications about articles of interest"
Eleva tu Autoestima y Superación Personal,Recetas Comida Dietas y más Apps gratis ComRecApps,Salud y bienestar,4.6,10000,Excelente aplicacion me gusto mucho el contenido gracias,Excellent application I really liked the content thanks
Como Ser Feliz,Wilson Castrillon,Estilo de vida,4.6,100000,"Es increíble, me está ayudando muchísimo. Me siento muchísimo mejor, conmigo misma y con la vida en general. Todavía voy por el sexto tema, pero es sorprendente lo que hacen estas palabras en una persona, o al menos en mí. Lo recomiendo totalmente, si estás mirando este comentario porque estás indecis@ en si descargar la aplicación o no, te aseguro que la mejor decisión que puedes tomar para que tu percepción de la vida cambie, es descargarla.","It is incredible, it is helping me a lot. I feel much better, with myself and with life in general. I'm still on the sixth topic, but it's amazing what these words do to a person, or at least to me. I totally recommend it, if you are looking at this comment because you are undecided on whether to download the application or not, I assure you that the best decision you can make to change your perception of life is to download it."
"Control y Monitor: Ansiedad, Ánimo y Autoestima",TwoCats App,Estilo de vida,4.6,1000000,"Es una gran aplicación, me ha ayudado mucho ya que no suelo abrirme mucho a los demás. Me encantan los desafíos del día, son mi instrumento favorito. Es bastante relajante y muy seguro. En definitiva, es una aplicación muy buena y útil.","It is a great application, it has helped me a lot since I do not usually open myself up much to others. I love the challenges of the day, they are my favorite instrument. It is quite relaxing and very safe. In short, it is a very good and useful application."
Quitzilla: Abandona los malos hábitos,despDev,Salud y bienestar,4.7,1000000,"La versión gratuita solo te permite rastrear dos habitos pero considero que si tiene muchos parámetros buenos, aunque un poco cara acceder a la versión premium. De igual manera agradezco que reducen al mínimo los comerciales molestos.","The free version only allows you to track two habits but I consider that it has many good parameters, although a little expensive to access the premium version. In the same way I appreciate that they minimize annoying commercials."
Autoayuda y Superación Libro 2,ImagenParaWeb,Estilo de vida,4.6,10000,El diseño de la app es horrible,The design of the app is horrible
Audios de Autoestima💪Motivación😄Superación❤️,DAVID B MARÍN,Educación,4.6,5000,Gracias david me he superado bastante personalmente gracias a tus videos consejo y tu exelente libro. De verdad que me jas cambiado la mentalidad.,"Thanks David, I have overcome myself quite personally thanks to your advice videos and your excellent book. You really changed my mind."
Superación Personal,Gratis y Recomendada !,Estilo de vida,4.3,100000,"Y lo bueno que es gratis, muchas gracias por esta app, hay personas que tienen bajo el Ego, y una lectura como esta de vez en cuando hace bien, FELICIDADES.","And how good it is for free, thank you very much for this app, there are people who have under the Ego, and a reading like this once in a while does well, CONGRATULATIONS."
Autoayuda y Superación Libro 3,ImagenParaWeb,Libros y obras de consulta,4.7,1000,Oj,Oj
PNL práctico,Metta Apps,Estilo de vida,4.4,100000,"Es una excelente aplicación, es una guía impresionante para los que recién ingresan en este mundo. Solo agregaría algo como parar hacer copias de seguridad, para poder guardar la info si cambias de teléfono.","It is an excellent application, it is an impressive guide for those who are just entering this world. I would only add something like stop making backups, to be able to save the info if you change your phone."
Remente - Desarrollo personal,Remente,Salud y bienestar,4.3,500000,"Es muy util para ayudarme a recordar las actividades que tengo que hacer en el dia, me ayuda a rstar enfocada y perseguir mis objetivos, además de tener muchas funciones para el usuario que te ayudan en tus actividades y en el enfoque de tu vida. Es una app genial.","It is very useful to help me remember the activities that I have to do in the day, it helps me stay focused and pursue my goals, in addition to having many user functions that help you in your activities and in the focus of your life. It is a great app."
Superación Personal,Gratis y Recomendada !,Estilo de vida,4.3,100000,Poniendo el cuidado y atención a lo escrito tiene mucho de verdad si yo me amo me respeto me cuido todo lo q me rodea estara bien no debemos dar paso a la obscuridad por qué esto con el paso del tiempo marchita nuestra alma.,Putting care and attention to what is written has a lot of truth if I love myself I respect myself I take care of everything that surrounds me will be fine we should not give way to darkness why this with the passage of time withers our soul.
Mindfulness Meditación guiada,Metta Apps,Estilo de vida,4.1,100000,Buenísima pero ya se me va acabando y no ponen cosas nuevas.... desde 2018 sin actualizar nada nuevo. Muy buena aplicación,Great but it is running out and they do not put new things ... since 2018 without updating anything new. Very good application
Siente - Mindfulness y psicología positiva,Fundación facilisimo,Salud y bienestar,4.7,100000,"Las meditaciones están muy bien, la voz es clara. Me gusta porque al final de la meditación da consejos para tu vida diaria. El problema es que solo hay gratis una semana de meditaciones diarias...","The meditations are very good, the voice is clear. I like it because at the end of the meditation he gives advice for your daily life. The problem is that there is only free one week of daily meditations ..."
El Éxito (21 pasos),Appsfantastic3001,Estilo de vida,4.7,100000,"Esta app me ayudó a seguir mis ideales, aunque ya sabía todos estos tips, 21 pasos para el éxito me enseñó como llevarlos a cabos, una app indispensable","This app helped me to follow my ideals, although I already knew all these tips, 21 steps to success taught me how to get them off, an indispensable app"
"Goalmap: motivación, bienestar, metas personales",GOALMAP,Productividad,3.3,100000,Es perfecta para darle seguimiento a tus objetivos. Me gusta su interfaz sencilla pero atractiva y es fácil de usar. Si tuviera alguna queja sería que la aplicación en sí no me lanza ninguna notificación de los recordatorios que tengo programados. Fuera de eso es perfecta,It is perfect for tracking your goals. I like its simple but attractive interface and it is easy to use. If I had any complaints it would be that the application itself does not send me any notification of the reminders that I have scheduled. Other than that it's perfect
PNL y Coaching Técnicas Gratis,Patoleconteapp,Estilo de vida,3.7,50000,"Está bien lo que explican, no voy a quejarme de la publicidad, ya que la app es gratuita y de algo hay que cobrar, pero me quejo de que hay algun ejercicio y algún apartado como el de hazte Coach que no se ven, sale que la pagina no está disponible. Si lo pudieran subsanar gracias","Okay what they explain, I'm not going to complain about the advertising, since the app is free and you have to charge for something, but I complain that there is some exercise and some section like that of becoming a coach that you don't see, it turns out that The page is not available. If they could correct it thanks"
Coaching Personal,Metta Apps,Estilo de vida,4.2,100000,"La verdad me ha sorprendido esta aplicación, las preguntas son sumamente disparadoras y permiten generar procesos de reflexión muy buenos si estás dispuesto. Mejoraría la parte de crear seguimientos de tareas ya que el coaching nos permite cambiar nuestra situación actual: hacer más hincapié en las herramientas para hacer declaraciones, tareas y acciones específicas para poder alcanzar esos objetivos. Si la comunidad de esta aplicación crece (enhorabuena) también una muy buena idea es ""machear"" para que las diferentes personas de la comunidad puedan potenciarse unos con otros coordinando acciones para alcanzar sus objetivos unos con otros. Espero que sume mi aporte. Exitos!!","The truth has surprised me this application, the questions are extremely triggering and allow you to generate very good reflection processes if you are willing. It would improve the part of creating task follow-ups since coaching allows us to change our current situation: to put more emphasis on the tools to make specific declarations, tasks and actions in order to achieve those objectives. If the community of this application grows (congratulations) also a very good idea is to ""cut"" so that the different people in the community can empower each other by coordinating actions to achieve their goals with each other. I hope it adds my contribution. Successes !!"
Coaching Personal PRO,Metta Apps,Estilo de vida,4.9,11000,Plantearte preguntas y auto responderse es un gran camino a la introspección y auto-desarrollo. un ejercicio que muchos debemos aprender junto a la meditación de manera asertiva ,Asking yourself questions and answering yourself is a great path to introspection and self-development. an exercise that many of us must learn together with meditation assertively
💎 Mentes Millonarias y Superacion Personal,CodeSmart,Estilo de vida,4.8,100000,"Excelente. Felicitaciones !!! Muchas gracias. El único defecto que le encontré es que cuando salís de la aplicación no retoma el audiolibro en donde lo dejaste, lo demás es perfecto. Consulta donde o en que carpeta se guarda los audiolibros? Saludos.","Excellent. Congratulations !!! Thank you very much. The only flaw that I found is that when you leave the application it does not resume the audiobook where you left it, the rest is perfect. Check where or in which folder the audiobooks are stored? Regards."
Superación Personal en audios,Ledapp71,Comunicación,4.3,10000,No se puede adelantar o atrasar. La interfaz es obsoleta.,It cannot be advanced or delayed. The interface is outdated.
"Goalmap: motivación, bienestar, metas personales",GOALMAP,Productividad,3.3,100000,"tiene muy buena pinta, pero le falta una visión mensual de la evolución, para ver qué tal ha ido el mes, o la semana o el año, no sólo el dia a día. añadiría mensajes motivacionales en plan: ""llevas 3 dias consiguiendo tus objetivos!! tu puedes"", o cosas así. además, añadiría widget con esa evolución","It looks very good, but it lacks a monthly vision of the evolution, to see how the month has been, or the week or the year, not just the day to day. I would add motivational messages in plan: ""you have been achieving your goals for 3 days !! you can"", or things like that. Also, I would add widget with that evolution"
Frases de la Vida y Motivación,Work apps for you,Entretenimiento,4.9,50000,"Me encanta,la recomiendo,es una app con Frases de la vida ,motivadoras,celebres y hasta pensamientos y historias que te hacen pensar,estaria bien que cada historia se pudiera compartir,no hay tantos anuncios como en otras aplicaciones de este tipo ,que cada vez que le das a un sitio ,anuncio. Esta súper,le doy hasta 6 estrellas","I love it, I recommend it, it is an app with phrases of life, motivating, famous and even thoughts and stories that make you think, it would be nice if each story could be shared, there are not as many announcements as in other applications of this type, which every time you hit a site, ad. This super, I give it up to 6 stars"
Audios de Autoestima💪Motivación😄Superación❤️,DAVID B MARÍN,Educación,4.6,5000,Excelente aplicación tiene demasiado contenido de valor se merece las 5 estrellas sigan así,Excellent app has too much value content deserves the 5 stars keep it up
🧙 Aumenta tu Sabiduría 🧙,Nerv Apps,Estilo de vida,4.4,100000,No tengo palabras para expresar cuanto me gusta esta app. La verdad es que me ha ayudado mucho a comprender mis errores y remediarlos. Muchas gracias por crear esta applicación. Espero que me escriban y sobre todo que les alla gustado mi reseña. Es lo menos que puedo hacer después de todo el apoyo que me han dado,I have no words to express how much I like this app. The truth is that it has helped me a lot to understand my mistakes and remedy them. Thank you very much for creating this application. I hope you write to me and above all that you liked my review. It is the least I can do after all the support they have given me
El Poder de la mente,Emprendedora apps,Estilo de vida,4.4,100000,Wau como la dañaron de verdad cuando yo la instale por primera vez me gusto toda la informacion que tenia ahora ya no la tiene como estaba antes estaba mejor yo la vi y dije la instalare despues y la usare para orar para la guerra espiritual y hoy la instale y no es la misma y estoy buscando otra aplicacion que me gusto que la iva ha instalar tambien y ya no esta era el poder del ahora pero ya para que 😭,Wau how they really damaged it when I installed it for the first time I liked all the information that it had now it no longer has it as it was before it was better I saw it and said I will install it later and I will use it to pray for spiritual warfare and today I will I installed and it is not the same and I am looking for another application that I liked that the VAT has also installed and this was not the power of now but for what 😭
Desarrollo Personal,PachaStudio,Estilo de vida,2.8,1000,"La publicidad sale muy bien pero lo demas nunca cargó, desintalada de una vez!","The advertising works very well but the rest never loaded, unpacked at once!"
Autoayuda y Superación Libro 2,ImagenParaWeb,Estilo de vida,4.6,10000,Leyendo...,Reading...
Fabulous: ¡Motívame!,TheFabulous,Salud y bienestar,4.5,5000000,"Excepcional, aunque la membresía es costosa. Debería estar diferenciada por área geográfica según relación los ingresos (income), así sería más accesible y sería más rentable, porque el valor hora es distinto en EEUU, Norway, o Chile, si lo ajustarán según mercado tendrían un aumento significativo de suscripciones premium. Excelente propuesta pero su cuota de mercado seguirá siendo moderada si no realizan ese ajuste.","Exceptional, although membership is expensive. It should be differentiated by geographic area according to income ratio, so it would be more accessible and more profitable, because the hourly value is different in the US, Norway, or Chile, if they adjusted it according to the market, they would have a significant increase in premium subscriptions. Excellent proposal but its market share will continue to be moderate if they do not make that adjustment."
Mentalidad Emprendedora - Frases de Motivación,Wallpapers & Sounds Madness,Educación,4.1,100000,Excelente app. Realmente motivan a ser diferentes y éxitos. Felicitaciones a las mente brillantes que hicieron posible para que esta app esté en nuestras manos,Excellent app. They really motivate you to be different and successful. Congratulations to the brilliant minds who made it possible for this app to be in our hands
"Fraseando - frases, reflexiones y estados a diario",Caboso Apps,Estilo de vida,4.6,50000,"Esta muy buena pero solo hay un problema,que no se actualizan las imagenes siempre la misma je...pero bueno de mi parte esta buena..","It is very good but there is only one problem, the images are not updated always the same je ... but hey from me it is good .."
Frases Motivadoras - Pensamientos Positivos,MooniKapps,Entretenimiento,4.7,10000,"Me gustó la App, muy bonita, completa, original. Felicitaciones a los creadores.","I liked the App, very beautiful, complete, original. Congratulations to the creators."
Mentalidad Emprendedora - Frases de Motivación,Wallpapers & Sounds Madness,Educación,4.1,100000,"Excelente contenido, una pequeña falla que se me está presentando, es cuando estoy escuchando un audio libro, si por algún motivo lo interrumpo y después de un rato quiero continuar escuchándolo, lo adelanto al tiempo en que estaba la última vez, pero no me permite adelantar, siempre se reproduce desde el inicio, no es posible reproducir el audiolibro desde un tiempo intermedio, agradecería se pueda solucionar este inconveniente. Por todo lo demás es muy buena aplicación para cualquier persona.","Excellent content, a small flaw that is being presented to me, is when I am listening to an audio book, if for some reason I interrupt it and after a while I want to continue listening to it, I advance it to the time it was last time, but it does not allow me fast forward, always plays from the beginning, it is not possible to play the audiobook from an intermediate time, I would appreciate it if this problem can be solved. For everything else it is a very good application for anyone."
Frases de Motivación y Refleccion Diaria Gratis,Tec Star Studio,Estilo de vida,4.4,100000,Muy acertadas frases y hermosas imágenes.,Very accurate phrases and beautiful images.
Motivation - Frases diarias,Monkey Taps,Salud y bienestar,4.8,500000,"Es muy buena para subirte el ánimo de vez en cuando, pero deberían dejar unas cuantas categorías gratis,ese es el único defecto que le encontré, haci que si podrían poner unas cuantas categorías gratuitas estaría muy agradecido","It is very good to raise your spirits from time to time, but they should leave a few free categories, that is the only flaw that I found, so if they could put a few free categories I would be very grateful"
Videos de motivacion personal y superacion 💪,Interactive Apps Media,Salud y bienestar,4.4,10000,Lo mejor de lo mejor para motivar para emocionarte ante los retos.,The best of the best to motivate to get excited about challenges.
Videos de motivacion personal y superacion 💪,Interactive Apps Media,Salud y bienestar,4.4,10000,"Cambió, si comparte con redes sociales sale para abrir con Google y eso consume datos. Gracias igual.","It changed, if you share with social networks it comes out to open with Google and that consumes data. Thank you as well."
Motivación e inspiración: citas,Maximilian Woehrer,Personalización,4.3,100000,Gran herramienta para reflexionar y entender algunas situaciones,Great tool to reflect and understand some situations
Frases Superación y Motivación,JekApps Inc.,Personalización,4.5,10000,muy buenas las frases para el inicio de cada día!!,very good phrases for the beginning of each day !!
Frases de Motivación y éxito,Develop Grammer,Salud y bienestar,4.6,10000,Me gusta la aplicacion se las recomiendo es muy útil abia varias pero me llamo la atención esta por que es bonita ☺️☺️,"I like the application, I recommend it, it is very useful for several, but it caught my attention because it is beautiful ☺️☺️"
Frases de Motivación Para Toda Ocasión,1Tiger Apps,Estilo de vida,4.3,10000,Modo test de momento la valoración será de 2 estrellas mientras la chequeo al máximo posible edición de este comentario es depende del trabajo x parte del o los desarrolladores de dicha APK.,"At the moment test mode, the evaluation will be 2 stars while the check to the maximum possible edition of this comment is dependent on the work of the APK developer (s)."
Palabras de Motivacion : Pensamientos Positivos,Nice-Apps,Entretenimiento,4.5,100000,Ideal para animar y soltar la típica carcajada cuando lees cualquier frase de estas.,Ideal to animate and release the typical laugh when you read any phrase of these.
Frases Bonitas para Motivar a las personas,PiojoApps,Estilo de vida,4.5,5000,"Creo k gastara bastantes megas por lo demas es la mas bonita, la mas amplia lo tiene todo han pensado hasta en el ultimo detalle . Si puedo permitirmela una maravilla un 11 sobre 10. Enhorabuena","I think it will spend enough megabytes, otherwise it is the most beautiful, the widest has everything they have thought up to the last detail. If I can afford it a wonder 11 out of 10. Congratulations"
Frases Bonitas para Motivar a las personas,PiojoApps,Estilo de vida,4.5,5000,"Excelente!, felicitaciones!!!",Excellent congratulations!!!
Videos de motivacion personal y superacion 💪,Interactive Apps Media,Salud y bienestar,4.4,10000,"Me gustó, y la jeva que sale bailando en la publicidad está muy buena! 👍🏿","I liked it, and the girl who dances in advertising is very good! 👍🏿"
Historias motivacionales,AbacaxiApps,Libros y obras de consulta,4.5,10000,Excelente contenido y motivaciones que te ayudaran a razonar y a aprender a valorarse más.,Excellent content and motivations that will help you reason and learn to value yourself more.
Audiolibro Superacion Personal Transforme su Vida,Ara Ferrer,Música y audio,2.9,10000,Bueno de oir,Good to hear
Frases Motivadoras - Pensamientos Positivos,MooniKapps,Entretenimiento,4.7,10000,Frases muy bonitas y reflexivas,Very nice and thoughtful phrases
Frases Superación y Motivación,JekApps Inc.,Personalización,4.5,10000,me gusta porque siempre encuentro frases que me hacen disfrutar de la vida,I like it because I always find phrases that make me enjoy life
Frases de Motivación Para Toda Ocasión,1Tiger Apps,Estilo de vida,4.3,10000,La encuentro una muy buena aplicación ya que nos permite crecer como personas cada vez que la enviamos . El estímulo positivo siempre es y será un buen regalo para quien lo necesite . Por eso pongo cinco estrellas .,I find it a very good application since it allows us to grow as people every time we send it. Positive encouragement is always and will be a good gift for those who need it. So I put five stars.
Frases Motivadoras Cortas y de Superación,Work apps for you,Entretenimiento,4.5,10000,Es excepcional me gustó mucho para compartir,It is exceptional I really liked to share
Autoestima Positiva,Creative Image Apps,Entretenimiento,4.6,10000,Muy buena aplicación me encanta gracias,Very good application I love it thanks
Frases Motivadoras Cortas y de Superación,Work apps for you,Entretenimiento,4.5,10000,Gracias por lo que hacen sigan complaciendo es muy bonito todo a mi en lo particular me encanta.,"Thank you for what you continue to please, it is very beautiful, everything in particular I love."
Frases Bonitas para Motivar a las personas,PiojoApps,Estilo de vida,4.5,5000,Excelente muy hermosas las frases me encantó!!!!,Excellent very beautiful phrases I loved it !!!!
Historias motivacionales,AbacaxiApps,Libros y obras de consulta,4.5,10000,Esta muy bonita la aplicacion. Porque no se pueden enviar los mensajes de motivacion? Me ponen un mensaje en ingles. Lo cual no puedo darles las 5 estrellas.,The application is very beautiful. Why can't motivational messages be sent? They put a message in English. Which I can't give you 5 stars.
Palabras de Motivacion : Pensamientos Positivos,Nice-Apps,Entretenimiento,4.5,100000,Esté artículo es de mucha ayuda para los jóvenes y Adultos Amigos!!!!,This article is very helpful for youth and Adult Friends !!!!
Historias motivacionales,AbacaxiApps,Libros y obras de consulta,4.5,10000,"Súper bien ,historias con las que aprendes y son motivacionales y incluso imágenes","Super good, stories you learn with and are motivational and even pictures"
frases de motivación éxito y amor propio,appcreativas,Entretenimiento,4.5,5000,"Buena, deberia de tener la opcion de que me de automaticamente una frase cada dia sin que uno deba de buscarla","Well, I should have the option to automatically give me a phrase every day without one having to search for it."
Frases de motivacion personal gratis y motivadoras,Enjoy With Our Apps,Entretenimiento,4.5,50000,"Las frases son buenas, lo único que me parece que no se ve bien es que todas las frases están dentro de un cuadrado que no deja ver bien la imagen que está al fondo. Sería mejor que no colocaran imágenes de fondo o que lo hagan pero equilibrando ambos elementos","The phrases are good, the only thing that seems to me that it does not look good is that all the phrases are inside a square that does not allow to see well the image that is in the background. It would be better if they did not put background images or do it but balancing both elements"
Asistente de Dieta - Motivación para perder peso,Mobile Heroes,Salud y bienestar,4.5,10000000,"Recuerdo que antes podías poner varios desafíos en la versión gratuita, es una lástima que ahora sólo se pueda poner una... Por lo demás, todo bien. Me gusta mucho la app","I remember that before you could put several challenges in the free version, it is a pity that now you can only put one ... Otherwise, everything is fine. I really like the app"
Motivation - Frases diarias,Monkey Taps,Salud y bienestar,4.8,500000,La app está buena la recomiendo pero casi todo se tiene que comprar y cuando ves un anuncio para desbloquear un tipo de frase se supone que no te deben de mostrar otro anuncio COMO DIGO CASI TODO SE COMPRA SOLO HAY TRES COSAS TE DAN Y ESO TIENES QUE VER ANUNCIO CADA VEZ QUE QUIERES PONER la app es buena pero todo se compra eso es lo malo al menos pongan 5 cosas que no se puedan compras....ufff la reseña más grande que hice espero les sirva de algo no por la weba me tirado 10 minutos de mi vida,The app is good I recommend it but almost everything has to be bought and when you see an ad to unlock a type of phrase it is supposed that they should not show you another ad LIKE I SAY ALMOST EVERYTHING IS PURCHASED THERE ARE ONLY THREE THINGS GIVEN TO YOU AND THAT YOU HAVE TO SEE ANNOUNCEMENT EVERY TIME YOU WANT TO PUT the app is good but everything is bought that is the bad thing at least put 5 things that you can not buy .... ufff the largest review I made I hope it serves you something not for the weba me wasted 10 minutes of my life
Historias para el Alma - Cuentos de la vida,AbacaxiApps,Libros y obras de consulta,4.7,10000,no e leído todas sus historias pero son buenas y cortas aunque me gustan más las historias largas la app me gusta la recomiendo.,I have not read all their stories but they are good and short although I like long stories more the app I like I recommend it.
Frases Bonitas para Motivar a las personas,PiojoApps,Estilo de vida,4.5,5000,Es muy buena me gusta .Tiene Frases y imágenes buenas.,It is very good I like it. It has good phrases and images.
Frases de Motivación y Refleccion Diaria Gratis,Tec Star Studio,Estilo de vida,4.4,100000,Me encanta.. Las frases son muy acertadas,I love it .. The phrases are very accurate
Historias para el Alma - Cuentos de la vida,AbacaxiApps,Libros y obras de consulta,4.7,10000,Esta muy bien para leer libros pero yo queria y he puesto en el buscador crear libros no leer libros. Tambien cada vez que entras en un libro tienes que mirar un anuncio😐😔😔,It is very good to read books but I wanted and have put in the search engine to create books not to read books. Also every time you enter a book you have to look at an ad😐😔😔
Frases Motivadoras - Pensamientos Positivos,MooniKapps,Entretenimiento,4.7,10000,"Excelente aplicación, para motivar aquellos seres queridos ,amiatades","Excellent application, to motivate those loved ones, friendships"
Historias para el Alma - Cuentos de la vida,AbacaxiApps,Libros y obras de consulta,4.7,10000,Me encantó son historias que puedes compartir con toda la familia para tomar mejor postura en la vida.,I loved are stories that you can share with the whole family to take a better position in life.
Reflexiones Hermosas,Silver Apps10,Estilo de vida,4.8,100000,Me parece muy buena pero me es imposible compartir tantas reflexiones Buenas pues la aplicación carece de la herramienta que lo facilite. Soy adulta mayor y puede ser que que no sea muy experta y mi celular es un poco antiguo por no decir es bastante. Es la primera aplicación que encuentro sin comando para reenviar,I think it is very good but it is impossible for me to share so many good reflections because the application lacks the tool to facilitate it. I am an older adult and I may not be very expert and my cell phone is a little old if not enough. It is the first application that I find without command to forward
Frases de motivacion personal gratis y motivadoras,Enjoy With Our Apps,Entretenimiento,4.5,50000,"Versátil, útiles, apropiadas, bastante frase motivadora, se deleita en cada una, y se las aplica a uno mismo para meditar","Versatile, useful, appropriate, quite motivating phrase, delights in each one, and applies them to oneself to meditate"
Frases de Motivación y Refleccion Diaria Gratis,Tec Star Studio,Estilo de vida,4.4,100000,Es excelente poder editar el texto y demas,It is great to be able to edit the text and more
Reflexiones Hermosas,Silver Apps10,Estilo de vida,4.8,100000,Es una aplicación muy buena qué tiene unas reflexiones muy hermosas pero sería genial trabajar en que estas reflexiones lleguen todos los días en una hora fija ya sea está en la mañana a la media mañana a la tarde a la media tarde diferentes frases para que nosotros podamos utilizar las y podamos publicarlas en nuestras redes sociales felicitaciones por el buen trabajo que realizan sigan adelante,It is a very good application that has some very beautiful reflections but it would be great to work so that these reflections arrive every day at a fixed time whether it is in the morning at mid-morning in the afternoon at mid-afternoon different phrases for us to use them and we can publish them on our social networks congratulations for the good work you do keep going
Palabras de Motivacion : Pensamientos Positivos,Nice-Apps,Entretenimiento,4.5,100000,Losieno las frases preciosas per no se pueden descargar se descarga una y siempre te sale la misma por eso la des instalo lastima,"I don't know the precious phrases but they cannot be downloaded, one is downloaded and you always get the same, that's why I uninstall it hurts"
Motivación e inspiración: citas,Maximilian Woehrer,Personalización,4.3,100000,Me gusta ver las frases cuando me siento deprimida o derrotada,I like to see the phrases when I feel depressed or defeated
Frases de Motivación Para Toda Ocasión,1Tiger Apps,Estilo de vida,4.3,10000,No pidan ver un video para poder meterse a las frases o los chat.....por que en su otra aplicacion es refome que pidan ver un video para meterse a las frases o videos tumblr y esas cosas otsea para eso no hagan la aplicacion....y cuando uno ve el video y no quiere instalr lo que pone en publicidad no puedes meterte ph osea qe esta pasando realmente que onda solucionen eso porfa y cuando lo tengan mandenme la nueva app pa poder instalarla lw.,"Do not ask to see a video to get to the phrases or chat ..... because in your other application it is recommended that you ask to see a video to get to the phrases or tumblr videos and those things are not for that do not make the application .... and when one sees the video and does not want to install what it advertises, you cannot get into it, that is really happening, please solve that please and when you have it, send me the new app to be able to install it lw."
Frases de Animo y Motivacion,New Generation Apps Android,Entretenimiento,4.6,50000,"Frases de inspiración, divertidas que hacen que cada día sea el mejor!!","Inspirational, fun phrases that make every day the best !!"
Autoestima Positiva,Creative Image Apps,Entretenimiento,4.6,10000,"Hola.! Preciosa app,los felicito y a mi me gusto un montón. Asi que el que la descargue? Doy seguridad que es muy linda y gracias a los creadores. Saludos","Hello.! Beautiful app, I congratulate you and I really liked it. So whoever downloaded it? I assure that it is very nice and thanks to the creators. Regards"
"Fraseando - frases, reflexiones y estados a diario",Caboso Apps,Estilo de vida,4.6,50000,"Es una app muy buena, frases muy bonitas, el único error que encuentro, es que la frases no se pueden visualizar desde la barra de notificaciones ni en la pantalla de bloqueo, se debe entrar a la app para poder ver la frase del día, si pudieran hacer que las frases lleguen como notificación, sería excelente, pero sin embargo la app es muy muy buena.","It is a very good app, very nice phrases, the only error I find is that the phrases cannot be viewed from the notification bar or on the lock screen, you must enter the app to be able to see the phrase of the day, If they could get the phrases to come as a notification, it would be great, but the app is still very, very good."
Asistente de Dieta - Motivación para perder peso,Mobile Heroes,Salud y bienestar,4.5,10000000,"Está padre que te de las cantidades de calorías por alimento, así tienes control de lo que ingieres. Me gustaría que el adelgazamiento del avatar fuera parte del plan lite. Me gusta la app. Fácil de usar.","This father gives you the amounts of calories per food, so you have control of what you eat. I would like the avatar thinning to be part of the lite plan. I like the app. Easy to use."
Historias para el Alma - Cuentos de la vida,AbacaxiApps,Libros y obras de consulta,4.7,10000,"Son muy buenas las historias, pero son limitadas","The stories are very good, but they are limited"
frases de motivación éxito y amor propio,appcreativas,Entretenimiento,4.5,5000,muy buena la recomiendo tiene frases muy bonitas y motivadoras gracias aplicación excelente,very good I recommend it has very nice and motivating phrases thanks excellent application
